image_name,image_patch_index,corr_max_1,corr_max_2,corr_max_3,corr_max_4,corr_max_5,corr_max_6,corr_max_7,corr_max_8,eudist_1,eudist_2,eudist_3,eudist_4,eudist_5,eudist_6,eudist_7,eudist_8,Variance,Entropy,type
125,11,7033,69479,103210,3288610,928618,0,0,0,0.282591841,0.387294244,0.635578931,0.309437081,0.257059629,0.556402879,0.556402879,0.556402879,206.1763505,2.198688306,Original
125,12,0,0,0,250506,0,5561,183365,0,0.743750287,0.743750287,0.743750287,0.014227934,0.743750287,0.121375045,0.079997749,0.743750287,18.15746963,1.343143376,Original
125,13,20187,183365,0,5569,0,32544,229582,0,0.085977969,0.079997749,0.674681518,0.197513579,0.674681518,0.394466047,0.618848234,0.674681518,17.43936449,1.151292994,Original
125,14,5326,229582,0,29789,0,103210,238507,0,0.446225876,0.618848234,1.168566254,0.267657533,1.168566254,0.635578931,0.429188304,1.168566254,33.36642361,3.060579198,Original
125,15,49746,238507,0,928618,0,0,0,0,0.213957301,0.429188304,0.810145668,0.257059629,0.810145668,0.810145668,0.810145668,0.810145668,71.40966969,2.445039507,Original
126,0,0,0,0,0,5423254,0,5579664,17440,0.069790946,0.069790946,0.069790946,0.069790946,0.161479884,0.069790946,0.160095352,0.531722039,657.0588349,0.28230265,Forged
126,1,0,5579664,56772,0,10767,0,5055573,28534,0.228765755,0.160095352,0.046842146,0.228765755,0.385591135,0.228765755,0.366203662,0.977482384,341.9731087,0.417796003,Forged
126,2,0,5055573,11245,0,27544,0,2556187,58620,0.56395473,0.366203662,0.100195493,0.56395473,0.627429767,0.56395473,0.589439581,0.662049735,291.8207826,1.712859521,Forged
126,3,0,2556187,39183,0,1169335,0,0,0,1.110454452,0.589439581,0.083630728,1.110454452,0.116328929,1.110454452,1.110454452,1.110454452,167.7790489,2.817723544,Forged
126,4,0,0,0,5423254,3490489,56772,10979,19769,0.228476017,0.228476017,0.228476017,0.161479884,0.396430818,0.046842146,0.370939743,0.466859418,328.2776231,0.629310399,Forged
126,5,17440,10979,9151,10767,1170,11245,2379,2906,0.531722039,0.370939743,0.031770567,0.385591135,0.107162427,0.100195493,0.660243882,0.515349693,1.779898643,0.899854424,Forged
126,6,28534,2379,2671,27544,7687,39183,51807,61199,0.977482384,0.660243882,0.565690878,0.627429767,0.170532168,0.083630728,0.052836625,0.60393827,12.77344416,2.538712372,Forged
126,7,58620,51807,24738,1169335,1449435,0,0,0,0.662049735,0.052836625,0.200545275,0.116328929,0.639177089,1.167246576,1.167246576,1.167246576,96.18876563,3.016386522,Forged
126,8,0,0,0,3490489,1959887,9151,17174,44690,0.623293504,0.623293504,0.623293504,0.396430818,0.061242512,0.031770567,0.098941987,0.172229359,157.2386442,0.980761198,Original
126,9,19769,17174,16307,1170,10124,2671,2812,14709,0.466859418,0.098941987,0.046927005,0.107162427,0.077840302,0.565690878,0.430694851,0.235227599,2.099342093,1.053608551,Original
126,10,2906,2812,33970,7687,45034,24738,29619,56529,0.515349693,0.430694851,0.356408832,0.170532168,0.60923483,0.200545275,0.455998471,0.308780845,18.72599971,2.933991616,Original
126,11,61199,29619,61787,1449435,1389289,0,0,0,0.60393827,0.455998471,0.172889536,0.639177089,0.152846997,0.631280345,0.631280345,0.631280345,123.8335372,1.716919073,Original
126,12,0,0,0,1959887,0,16307,1247253,0,0.661600623,0.661600623,0.661600623,0.061242512,0.661600623,0.046927005,0.113023961,0.661600623,205.1945513,1.353487902,Original
126,13,44690,1247253,0,10124,0,33970,2636703,0,0.172229359,0.113023961,0.735744553,0.077840302,0.735744553,0.356408832,0.297565993,0.735744553,96.44698369,1.527255651,Original
126,14,14709,2636703,0,45034,0,61787,4830422,0,0.235227599,0.297565993,0.475847815,0.60923483,0.475847815,0.172889536,0.311604738,0.475847815,306.745388,1.078826352,Original
126,15,56529,4830422,0,1389289,0,0,0,0,0.308780845,0.311604738,0.730550954,0.152846997,0.730550954,0.730550954,0.730550954,0.730550954,367.4016064,2.298459283,Original
127,0,0,0,0,0,5241115,0,5324806,22005,0.224633439,0.224633439,0.224633439,0.224633439,0.084111686,0.224633439,0.135349175,0.352631014,633.5902975,0.466927628,Forged
127,1,0,5324806,47713,0,16361,0,5291412,24812,0.35888747,0.135349175,0.216534018,0.35888747,0.24610196,0.35888747,0.24149263,0.903263847,327.0745885,0.488660081,Forged
127,2,0,5291412,16256,0,26828,0,2358142,49901,0.561830039,0.24149263,0.045565326,0.561830039,0.684862307,0.561830039,0.675663699,0.758903724,322.0579192,1.44189322,Forged
127,3,0,2358142,33185,0,448537,0,0,0,1.133586148,0.675663699,0.106477573,1.133586148,0.114636621,1.133586148,1.133586148,1.133586148,113.5115337,2.999602238,Forged
127,4,0,0,0,5241115,4224347,47713,18667,34321,0.146506533,0.146506533,0.146506533,0.084111686,0.475305968,0.216534018,0.41396147,0.590224961,317.7545285,0.488304491,Forged
127,5,22005,18667,18461,16361,1560,16256,2831,3159,0.352631014,0.41396147,0.06777656,0.24610196,0.181998912,0.045565326,0.692069042,0.946883581,1.960023865,0.966452477,Forged
127,6,24812,2831,3885,26828,9099,33185,29197,68606,0.903263847,0.692069042,0.55116173,0.684862307,0.262154128,0.106477573,0.09873772,0.59295915,16.5747335,2.930344563,Forged
127,7,49901,29197,16654,448537,1055068,0,0,0,0.758903724,0.09873772,0.205941255,0.114636621,0.6610816,1.210981558,1.210981558,1.210981558,40.49337745,3.333850602,Forged
127,8,0,0,0,4224347,1508885,18461,32710,47274,0.62031941,0.62031941,0.62031941,0.475305968,0.029253179,0.06777656,0.141018611,0.337588089,229.3706026,0.978449737,Original
127,9,34321,32710,17787,1560,8338,3885,4438,14180,0.590224961,0.141018611,0.123391528,0.181998912,0.197975066,0.55116173,0.804178241,0.225744169,2.944337573,1.218917248,Original
127,10,3159,4438,54483,9099,73153,16654,36829,77201,0.946883581,0.804178241,0.632821719,0.262154128,0.97811133,0.205941255,0.845401969,0.72322343,26.44666682,3.648792833,Original
127,11,68606,36829,51974,1055068,1193271,0,0,0,0.59295915,0.845401969,0.156732965,0.6610816,0.137459532,0.666375466,0.666375466,0.666375466,218.6701763,1.844823665,Original
127,12,0,0,0,1508885,0,17787,817032,0,0.622246289,0.622246289,0.622246289,0.029253179,0.622246289,0.123391528,0.317068819,0.622246289,101.1024872,1.260671673,Original
127,13,47274,817032,0,8338,0,54483,1735050,0,0.337588089,0.317068819,0.886540529,0.197975066,0.886540529,0.632821719,0.412967838,0.886540529,65.60543799,1.691455925,Original
127,14,14180,1735050,0,73153,0,51974,3807208,0,0.225744169,0.412967838,0.523449397,0.97811133,0.523449397,0.156732965,0.288759739,0.523449397,230.5886906,1.344695414,Original
127,15,77201,3807208,0,1193271,0,0,0,0,0.72322343,0.288759739,0.781069979,0.137459532,0.781069979,0.781069979,0.781069979,0.781069979,314.8108571,2.126507522,Original
128,0,0,0,0,0,3468500,0,3312759,7731,0.185847966,0.185847966,0.185847966,0.185847966,0.178699509,0.185847966,0.014698402,0.163025634,406.8405278,0.453534264,Forged
128,1,0,3312759,29969,0,7705,0,3293837,7665,0.17563011,0.014698402,0.168670077,0.17563011,0.152793502,0.17563011,0.241625706,0.11038451,200.594551,0.368135267,Forged
128,2,0,3293837,7694,0,7633,0,3252814,34390,0.416384019,0.241625706,0.393083584,0.416384019,0.132063807,0.416384019,0.039482306,0.067846211,199.8705034,0.559028591,Forged
128,3,0,3252814,8526,0,3376192,0,0,0,0.454029031,0.039482306,0.17049865,0.454029031,0.105692371,0.454029031,0.454029031,0.454029031,391.9050574,0.669589957,Forged
128,4,0,0,0,3468500,3280341,29969,5190,12979,0.010093116,0.010093116,0.010093116,0.178699509,0.308078557,0.168670077,0.018447684,0.561101817,212.5457176,0.086454283,Forged
128,5,7731,5190,5206,7705,690,7694,830,2172,0.163025634,0.018447684,0.291321216,0.152793502,0.544091012,0.393083584,0.262196678,0.449109535,0.365616903,0.143343931,Forged
128,6,7665,830,717,7633,1127,8526,4121,4445,0.11038451,0.262196678,0.307978812,0.132063807,0.197764645,0.17049865,0.066326619,0.022939503,0.499423966,0.395609388,Forged
128,7,34390,4121,30424,3376192,3474480,0,0,0,0.067846211,0.066326619,0.135604659,0.105692371,0.083685803,0.34957049,0.34957049,0.34957049,210.256557,0.551318149,Forged
128,8,0,0,0,3280341,1191221,5206,12406,21640,0.315070341,0.315070341,0.315070341,0.308078557,0.370987715,0.291321216,0.256462442,0.353507253,192.7070622,0.76170681,Original
128,9,12979,12406,5775,690,6304,717,2165,10576,0.561101817,0.256462442,0.119790335,0.544091012,0.108319609,0.307978812,0.126578747,0.658894466,1.788734198,0.946363773,Original
128,10,2172,2165,8293,1127,16805,30424,30789,29343,0.449109535,0.126578747,0.206408937,0.197764645,0.757811419,0.135604659,0.212160574,0.404536005,11.04286335,1.179023053,Original
128,11,4445,30789,81552,3474480,2301561,0,0,0,0.022939503,0.212160574,0.931794791,0.083685803,0.590598136,0.266640556,0.266640556,0.266640556,214.0594015,0.59015918,Original
128,12,0,0,0,1191221,0,5775,248410,0,0.684439209,0.684439209,0.684439209,0.370987715,0.684439209,0.119790335,0.029506166,0.684439209,43.53796612,1.105283369,Original
128,13,21640,248410,0,6304,0,8293,405582,0,0.353507253,0.029506166,0.668010993,0.108319609,0.668010993,0.206408937,0.629047339,0.668010993,21.4423716,0.94109584,Original
128,14,10576,405582,0,16805,0,81552,736855,0,0.658894466,0.629047339,1.126484668,0.757811419,1.126484668,0.931794791,0.363581049,1.126484668,60.37743789,3.335254212,Original
128,15,29343,736855,0,2301561,0,0,0,0,0.404536005,0.363581049,0.811469001,0.590598136,0.811469001,0.811469001,0.811469001,0.811469001,246.8593287,2.794493946,Original
129,0,0,0,0,0,1256099,0,2069204,23273,0.44515083,0.44515083,0.44515083,0.44515083,0.302975551,0.44515083,0.288007386,0.160101096,422.7599969,1.105418261,Forged
129,1,0,2069204,24196,0,10254,0,1263608,53259,0.724090217,0.288007386,0.032246629,0.724090217,0.137066057,0.724090217,0.577943468,0.435416671,85.67569732,1.391146512,Forged
129,2,0,1263608,11005,0,53429,0,2286420,66418,1.156980507,0.577943468,0.685427261,1.156980507,0.150476178,1.156980507,0.077385335,0.419833965,144.5371042,4.158430226,Forged
129,3,0,2286420,81551,0,2152268,0,0,0,1.129152854,0.077385335,0.126686539,1.129152854,0.384361221,1.129152854,1.129152854,1.129152854,413.1499021,4.012811217,Forged
129,4,0,0,0,1256099,934551,24196,9252,7041,0.733093507,0.733093507,0.733093507,0.302975551,0.061012809,0.032246629,0.157501214,0.043889753,32.92574523,1.474443608,Forged
129,5,23273,9252,25559,10254,1970,11005,4937,6139,0.160101096,0.157501214,0.102104856,0.137066057,0.12643008,0.685427261,0.539054511,0.122103936,2.712728526,1.090147103,Forged
129,6,53259,4937,6297,53429,39281,81551,44275,56986,0.435416671,0.539054511,0.425209012,0.150476178,0.420554548,0.126686539,0.278825139,0.68653832,34.96356736,3.485572145,Forged
129,7,66418,44275,140636,2152268,3150979,0,0,0,0.419833965,0.278825139,0.166409006,0.384361221,0.436830684,0.828998894,0.828998894,0.828998894,145.7566798,2.321533131,Forged
129,8,0,0,0,934551,1041859,25559,16417,48435,0.695508498,0.695508498,0.695508498,0.061012809,0.212274422,0.102104856,0.05024116,0.120967719,154.2580012,1.353409759,Original
129,9,7041,16417,11126,1970,11179,6297,7956,16463,0.043889753,0.05024116,0.188868588,0.12643008,0.099974471,0.425209012,0.062631483,0.09360101,3.669896092,1.359254845,Original
129,10,6139,7956,45024,39281,59045,140636,167004,201246,0.122103936,0.062631483,0.133837636,0.420554548,0.088001679,0.166409006,0.274893218,0.25795843,43.65714115,2.38176969,Original
129,11,56986,167004,95147,3150979,5063074,0,0,0,0.68653832,0.274893218,0.357886472,0.436830684,0.030861756,0.464690484,0.464690484,0.464690484,300.7157974,0.700634594,Original
129,12,0,0,0,1041859,0,11126,1104510,0,0.868553271,0.868553271,0.868553271,0.212274422,0.868553271,0.188868588,0.092333294,0.868553271,94.89136809,1.806022857,Original
129,13,48435,1104510,0,11179,0,45024,2513762,0,0.120967719,0.092333294,0.788714206,0.099974471,0.788714206,0.133837636,0.08487386,0.788714206,108.651721,1.549131503,Original
129,14,16463,2513762,0,59045,0,95147,4539142,0,0.09360101,0.08487386,0.748711616,0.088001679,0.748711616,0.357886472,0.342168943,0.748711616,296.8323918,2.741640207,Original
129,15,201246,4539142,0,5063074,0,0,0,0,0.25795843,0.342168943,0.493041196,0.030861756,0.493041196,0.493041196,0.493041196,0.493041196,614.5090254,0.869367818,Original
13,0,0,0,0,0,3589607,0,6862370,81612,0.361069559,0.361069559,0.361069559,0.361069559,0.855220716,0.361069559,0.019845495,0.502378581,814.0513895,0.792258271,Forged
13,1,0,6862370,77059,0,31933,0,6672307,25564,0.361725278,0.019845495,0.843494631,0.361725278,0.489731214,0.361725278,0.155233785,0.018051879,421.0959794,0.745364658,Forged
13,2,0,6672307,30047,0,25810,0,5867486,48000,0.514889153,0.155233785,0.408762963,0.514889153,0.145441498,0.514889153,0.044402282,0.073499141,390.7960611,0.694081951,Forged
13,3,0,5867486,40044,0,2383743,0,0,0,0.551679764,0.044402282,0.18374733,0.551679764,0.093669613,0.551679764,0.551679764,0.551679764,573.5881876,1.186308956,Forged
13,4,0,0,0,3589607,1103402,77059,52731,23708,1.096301958,1.096301958,1.096301958,0.855220716,0.306723923,0.843494631,0.362812467,0.419815572,147.9794875,3.545626181,Forged
13,5,81612,52731,27087,31933,4995,30047,7947,15992,0.502378581,0.362812467,0.259247084,0.489731214,0.243838856,0.408762963,0.492223124,0.23407444,12.30418716,2.406151802,Forged
13,6,25564,7947,4168,25810,32228,40044,26439,20289,0.018051879,0.492223124,0.608442486,0.145441498,0.273736227,0.18374733,0.10827979,0.77042321,12.82874869,0.684376846,Forged
13,7,48000,26439,59008,2383743,1091376,0,0,0,0.073499141,0.10827979,0.176747318,0.093669613,0.677123596,0.465525093,0.465525093,0.465525093,118.9847868,1.552810958,Forged
13,8,0,0,0,1103402,231504,27087,12718,15565,0.999394095,0.999394095,0.999394095,0.306723923,0.496286548,0.259247084,0.146858438,0.356409084,45.11531806,1.94620249,Original
13,9,23708,12718,9513,4995,3959,4168,7002,11887,0.419815572,0.146858438,0.385224873,0.243838856,0.233717868,0.608442486,0.394850679,0.962280087,4.072994795,1.36322294,Original
13,10,15992,7002,10855,32228,38079,59008,45162,67387,0.23407444,0.394850679,0.216473706,0.273736227,1.137801366,0.176747318,0.504417108,0.568289129,58.29186474,2.785201333,Original
13,11,20289,45162,78799,1091376,560468,0,0,0,0.77042321,0.504417108,0.646551333,0.677123596,0.184417803,0.998949022,0.998949022,0.998949022,93.46327433,4.388893598,Original
13,12,0,0,0,231504,0,9513,35744,0,0.585668713,0.585668713,0.585668713,0.496286548,0.585668713,0.385224873,0.15514895,0.585668713,11.2329309,1.169739474,Original
13,13,15565,35744,0,3959,0,10855,248760,0,0.356409084,0.15514895,0.728814168,0.233717868,0.728814168,0.216473706,1.132263517,0.728814168,11.31629127,1.282997752,Original
13,14,11887,248760,0,38079,0,78799,392664,0,0.962280087,1.132263517,1.628528267,1.137801366,1.628528267,0.646551333,0.624856262,1.628528267,117.9647687,5.818494243,Original
13,15,67387,392664,0,560468,0,0,0,0,0.568289129,0.624856262,1.103084656,0.184417803,1.103084656,1.103084656,1.103084656,1.103084656,104.4409212,4.084732139,Original
130,0,0,0,0,0,3040567,0,2516517,9309,0.289847061,0.289847061,0.289847061,0.289847061,0.186200694,0.289847061,0.045621308,0.156103495,308.4943547,0.583930042,Forged
130,1,0,2516517,37585,0,6406,0,2777297,14022,0.33430798,0.045621308,0.145437717,0.33430798,0.116695719,0.33430798,0.099094244,0.275898992,160.9716694,0.465264814,Forged
130,2,0,2777297,6892,0,14694,0,2924156,48172,0.426687879,0.099094244,0.020118237,0.426687879,0.178105032,0.426687879,0.022221964,0.159659615,177.1705587,0.605682382,Forged
130,3,0,2924156,17291,0,3314264,0,0,0,0.44652566,0.022221964,0.160244182,0.44652566,0.141820647,0.44652566,0.44652566,0.44652566,359.4355268,0.698998913,Forged
130,4,0,0,0,3040567,1509995,37585,7071,10944,0.472906018,0.472906018,0.472906018,0.186200694,0.30808626,0.145437717,0.031416022,0.154673786,208.6234879,0.666413248,Forged
130,5,9309,7071,3463,6406,965,6892,949,1988,0.156103495,0.031416022,0.325080626,0.116695719,0.174786939,0.020118237,0.159831118,0.270383144,0.779661205,0.558639159,Forged
130,6,14022,949,1141,14694,3234,17291,10877,10155,0.275898992,0.159831118,0.063305783,0.178105032,0.156201921,0.160244182,0.021910075,0.051322537,1.712386116,0.792999448,Forged
130,7,48172,10877,13944,3314264,3429314,0,0,0,0.159659615,0.021910075,0.171061495,0.141820647,0.031960839,0.578234368,0.578234368,0.578234368,219.5047489,0.811356957,Forged
130,8,0,0,0,1509995,1038187,3463,5533,21064,0.701525657,0.701525657,0.701525657,0.30808626,0.362565934,0.325080626,0.157129206,0.364481198,46.34816104,1.590941793,Original
130,9,10944,5533,9312,965,9576,1141,2924,10387,0.154673786,0.157129206,0.218045599,0.174786939,0.230201706,0.063305783,0.11037508,0.097947701,2.31784068,0.968110475,Original
130,10,1988,2924,24846,3234,24875,13944,13473,26051,0.270383144,0.11037508,0.312273828,0.156201921,0.198905915,0.171061495,0.191334886,0.267269675,13.26919566,1.776195977,Original
130,11,10155,13473,38065,3429314,2896577,0,0,0,0.051322537,0.191334886,0.015523556,0.031960839,0.106949568,0.548693397,0.548693397,0.548693397,199.3809837,0.772398933,Original
130,12,0,0,0,1038187,0,9312,1932082,0,0.392872565,0.392872565,0.392872565,0.362565934,0.392872565,0.218045599,0.045589836,0.392872565,205.626738,0.760659427,Original
130,13,21064,1932082,0,9576,0,24846,2160501,0,0.364481198,0.045589836,0.364698854,0.230201706,0.364698854,0.312273828,0.179305783,0.364698854,126.4089105,0.840070678,Original
130,14,10387,2160501,0,24875,0,38065,2237317,0,0.097947701,0.179305783,0.541561565,0.198905915,0.541561565,0.015523556,0.098688739,0.541561565,139.8233024,0.832267524,Original
130,15,26051,2237317,0,2896577,0,0,0,0,0.267269675,0.098688739,0.444379018,0.106949568,0.444379018,0.444379018,0.444379018,0.444379018,287.4675112,0.784581317,Original
131,0,0,0,0,0,1423068,0,1568649,26063,0.609855341,0.609855341,0.609855341,0.609855341,0.07809587,0.609855341,0.027719878,0.151543716,153.0207384,1.022823231,Forged
131,1,0,1568649,24918,0,14997,0,2012466,14705,0.633531925,0.027719878,0.054405671,0.633531925,0.130934435,0.633531925,0.144045577,0.290525697,111.0933513,0.91624222,Forged
131,2,0,2012466,17744,0,18325,0,2201021,40287,0.710724233,0.144045577,0.060181254,0.710724233,0.148506135,0.710724233,0.108726624,0.018760158,141.304605,1.800714412,Forged
131,3,0,2201021,27320,0,1832069,0,0,0,0.62720773,0.108726624,0.254605887,0.62720773,0.114831797,0.62720773,0.62720773,0.62720773,245.8909536,1.459872901,Forged
131,4,0,0,0,1423068,1728807,24918,18254,11476,0.676767802,0.676767802,0.676767802,0.07809587,0.296785264,0.054405671,0.080191633,0.209330543,108.0059983,1.187536077,Forged
131,5,26063,18254,16624,14997,2847,17744,3420,3363,0.151543716,0.080191633,0.219980134,0.130934435,0.129518424,0.060181254,0.174026433,0.11773918,3.527713284,1.265269343,Forged
131,6,14705,3420,4355,18325,7371,27320,18489,22901,0.290525697,0.174026433,0.099211215,0.148506135,0.248727197,0.254605887,0.143953807,0.140723984,15.89716982,2.294533065,Forged
131,7,40287,18489,14154,1832069,1973863,0,0,0,0.018760158,0.143953807,0.108288736,0.114831797,0.019794399,0.71449356,0.71449356,0.71449356,118.6963988,1.918710062,Forged
131,8,0,0,0,1728807,1585083,16624,12148,40152,0.910119124,0.910119124,0.910119124,0.296785264,0.386476618,0.219980134,0.103301146,0.251228788,115.7842958,1.968953624,Original
131,9,11476,12148,25269,2847,23938,4355,3502,20856,0.209330543,0.103301146,0.285894561,0.129518424,0.150680255,0.099211215,0.237160978,0.261294499,5.292504992,1.570802822,Original
131,10,3363,3502,16443,7371,16378,14154,16397,23481,0.11773918,0.237160978,0.110330319,0.248727197,0.03842145,0.108288736,0.110432888,0.156861269,12.32393914,1.489748566,Original
131,11,22901,16397,60290,1973863,2139527,0,0,0,0.140723984,0.110432888,0.137163971,0.019794399,0.059884844,0.712415564,0.712415564,0.712415564,149.9587783,2.172170102,Original
131,12,0,0,0,1585083,0,25269,2498407,0,0.539050377,0.539050377,0.539050377,0.386476618,0.539050377,0.285894561,0.138168456,0.539050377,289.0083157,1.6119359,Original
131,13,40152,2498407,0,23938,0,16443,2220436,0,0.251228788,0.138168456,0.669079034,0.150680255,0.669079034,0.110330319,0.122075346,0.669079034,146.6143954,1.593338292,Original
131,14,20856,2220436,0,16378,0,60290,2187440,0,0.261294499,0.122075346,0.596880948,0.03842145,0.596880948,0.137163971,0.178744522,0.596880948,160.4792256,1.622156767,Original
131,15,23481,2187440,0,2139527,0,0,0,0,0.156861269,0.178744522,0.731154381,0.059884844,0.731154381,0.731154381,0.731154381,0.731154381,288.6367848,2.909496033,Original
132,0,0,0,0,0,1392153,0,1613348,22483,0.71579433,0.71579433,0.71579433,0.71579433,0.162608526,0.71579433,0.066454393,0.231723452,157.5251579,1.195786694,Forged
132,1,0,1613348,24953,0,23148,0,2226847,19090,0.734047476,0.066454393,0.113537655,0.734047476,0.173711536,0.734047476,0.318240679,0.116399539,115.8811941,1.20767171,Forged
132,2,0,2226847,27108,0,25597,0,2598810,58955,0.889255241,0.318240679,0.217450724,0.889255241,0.280606294,0.889255241,0.238041291,0.258468604,184.8185282,3.544406775,Forged
132,3,0,2598810,40897,0,2267651,0,0,0,0.725777468,0.238041291,0.058353396,0.725777468,0.047910322,0.725777468,0.725777468,0.725777468,310.4690735,2.534057096,Forged
132,4,0,0,0,1392153,1756429,24953,17675,20681,0.838141801,0.838141801,0.838141801,0.162608526,0.177531124,0.113537655,0.088335693,0.098109691,100.8946572,1.535398302,Forged
132,5,22483,17675,19786,23148,4074,27108,6336,7017,0.231723452,0.088335693,0.206839466,0.173711536,0.050778781,0.217450724,0.2217895,0.226800418,6.243060216,1.692729432,Forged
132,6,19090,6336,6412,25597,14100,40897,39207,40458,0.116399539,0.2217895,0.235756286,0.280606294,0.081374699,0.058353396,0.036763284,0.110828746,24.60919009,2.102846669,Forged
132,7,58955,39207,20773,2267651,2316724,0,0,0,0.258468604,0.036763284,0.079325292,0.047910322,0.091364358,0.688898074,0.688898074,0.688898074,158.6897396,2.565284552,Forged
132,8,0,0,0,1756429,2255600,19786,23222,36161,0.670018234,0.670018234,0.670018234,0.177531124,0.040935646,0.206839466,0.225539198,0.064702979,125.1708086,1.742003196,Original
132,9,20681,23222,28900,4074,12984,6412,6318,13588,0.098109691,0.225539198,0.246766359,0.050778781,0.240041753,0.235756286,0.228323571,0.202651359,6.559975114,1.707030983,Original
132,10,7017,6318,18458,14100,21762,20773,22148,27334,0.226800418,0.228323571,0.080389008,0.081374699,0.069884624,0.079325292,0.136499301,0.044363514,24.62798977,1.866552222,Original
132,11,40458,22148,50918,2316724,1884477,0,0,0,0.110828746,0.136499301,0.124251043,0.091364358,0.162104451,0.757470017,0.757470017,0.757470017,187.4373162,2.9090621,Original
132,12,0,0,0,2255600,0,28900,2076029,0,0.657704757,0.657704757,0.657704757,0.040935646,0.657704757,0.246766359,0.037782634,0.657704757,298.2942006,1.667953102,Original
132,13,36161,2076029,0,12984,0,18458,2054230,0,0.064702979,0.037782634,0.681991959,0.240041753,0.681991959,0.080389008,0.046354815,0.681991959,141.75912,1.408707122,Original
132,14,13588,2054230,0,21762,0,50918,1251809,0,0.202651359,0.046354815,0.706616892,0.069884624,0.706616892,0.124251043,0.078491227,0.706616892,125.4110202,1.732704688,Original
132,15,27334,1251809,0,1884477,0,0,0,0,0.044363514,0.078491227,0.682080116,0.162104451,0.682080116,0.682080116,0.682080116,0.682080116,166.2231629,2.132309143,Original
133,0,0,0,0,0,1116374,0,1172271,14199,0.78924651,0.78924651,0.78924651,0.78924651,0.085857867,0.78924651,0.065913214,0.099730979,151.6021124,1.448702331,Forged
133,1,0,1172271,23142,0,9950,0,1040178,20710,0.808811034,0.065913214,0.102795161,0.808811034,0.037739307,0.808811034,0.533119642,0.073343599,71.70495552,1.497726766,Forged
133,2,0,1040178,10218,0,21025,0,1029413,36350,1.18531231,0.533119642,0.508421759,1.18531231,0.486866423,1.18531231,0.290891781,0.559427059,79.20519537,3.723663158,Forged
133,3,0,1029413,24126,0,1661383,0,0,0,0.942740061,0.290891781,0.20072792,0.942740061,0.271856094,0.942740061,0.942740061,0.942740061,222.9837484,3.105075501,Forged
133,4,0,0,0,1116374,1220053,23142,8382,9949,0.710976903,0.710976903,0.710976903,0.085857867,0.288256151,0.102795161,0.123478647,0.223151345,67.12515032,1.392226552,Forged
133,5,14199,8382,11626,9950,2516,10218,5105,4284,0.099730979,0.123478647,0.169260554,0.037739307,0.113117431,0.508421759,0.072160415,0.157144294,3.737365093,1.371715871,Forged
133,6,20710,5105,3621,21025,6981,24126,18696,19596,0.073343599,0.072160415,0.142548671,0.486866423,0.132759484,0.20072792,0.074752432,0.241463068,12.28619026,2.024424674,Forged
133,7,36350,18696,18595,1661383,1678738,0,0,0,0.559427059,0.074752432,0.093004408,0.271856094,0.177098411,0.760082765,0.760082765,0.760082765,99.50838327,1.695682747,Forged
133,8,0,0,0,1220053,1404277,11626,11781,52002,0.971007747,0.971007747,0.971007747,0.288256151,0.238214449,0.169260554,0.095003327,0.214357236,103.6319522,1.911656789,Original
133,9,9949,11781,24877,2516,18977,3621,3993,16738,0.223151345,0.095003327,0.166578154,0.113117431,0.133711086,0.142548671,0.223295985,0.331717635,3.960527118,1.351618114,Original
133,10,4284,3993,18337,6981,17540,18595,18356,25677,0.157144294,0.223295985,0.09540926,0.132759484,0.502260655,0.093004408,0.126836504,0.168699582,15.30089467,1.758148255,Original
133,11,19596,18356,85194,1678738,2120305,0,0,0,0.241463068,0.126836504,0.621290593,0.177098411,0.067009076,0.66871154,0.66871154,0.66871154,130.7283238,1.08459087,Original
133,12,0,0,0,1404277,0,24877,3532955,0,0.771184909,0.771184909,0.771184909,0.238214449,0.771184909,0.166578154,0.050379591,0.771184909,323.342954,1.730675102,Original
133,13,52002,3532955,0,18977,0,18337,2374921,0,0.214357236,0.050379591,0.816725857,0.133711086,0.816725857,0.09540926,0.434835808,0.816725857,207.7867868,1.566031727,Original
133,14,16738,2374921,0,17540,0,85194,1817785,0,0.331717635,0.434835808,1.124073409,0.502260655,1.124073409,0.621290593,0.646702969,1.124073409,136.3072284,3.254925934,Original
133,15,25677,1817785,0,2120305,0,0,0,0,0.168699582,0.646702969,0.606258937,0.067009076,0.606258937,0.606258937,0.606258937,0.606258937,261.5655112,1.368470068,Original
134,0,0,0,0,0,865161,0,1294548,5498,0.554564324,0.554564324,0.554564324,0.554564324,0.132902447,0.554564324,0.091681338,0.103922739,129.2949519,0.876613164,Forged
134,1,0,1294548,24254,0,5714,0,1120326,19830,0.601654388,0.091681338,0.171281892,0.601654388,0.168623352,0.601654388,1.596387614,0.331811423,98.62693082,1.133798545,Forged
134,2,0,1120326,6609,0,23423,0,845758,92574,1.904234103,1.596387614,1.697314509,1.904234103,1.364907143,1.904234103,0.465666889,1.438945416,169.3202387,9.300770375,Forged
134,3,0,845758,29479,0,1700032,0,0,0,1.598885868,0.465666889,0.952335145,1.598885868,1.047542416,1.598885868,1.598885868,1.598885868,227.1355675,8.135547296,Forged
134,4,0,0,0,865161,780653,24254,3917,12778,0.432404671,0.432404671,0.432404671,0.132902447,0.152237861,0.171281892,0.053393251,0.321733403,60.61062565,0.993421735,Forged
